1923259	19	646	2
39012	19	646	2
613364	19	646	2
100951	14	430	1
1959069	14	430	1
354488	14	430	1
822469	14	430	1
1048587	11	508	1
117551	14	674	4
1605726	11	508	1
1984690	11	508	1
323893	14	674	4
852664	11	508	1
912171	11	508	1
1101472	26	789	5
1130496	26	789	5
1195226	29	810	5
127037	22	774	0
1283332	26	789	5
1326471	22	774	0
133205	22	810	0
1368389	22	810	0
1388440	31	797	5
1492009	22	810	0
1513840	22	810	0
1529852	38	804	5
1571786	25	796	5
1613057	25	796	5
1632214	26	789	5
1640943	22	774	0
168587	22	774	0
1728432	22	774	0
1865282	22	810	0
1975667	22	810	0
1980139	22	810	0
2054472	25	796	5
298495	22	774	0
353292	25	796	5
525323	22	774	0
62001	22	774	0
626177	26	789	5
727998	22	810	0
772368	34	778	5
953336	26	789	5
970547	26	789	5
191855	12	285	3
2070499	18	723	0
72753	32	838	5
1634	18	714	0
648793	18	714	0
1515466	14	603	4
1822171	17	658	4
350758	14	603	4
574013	17	658	4
120617	21	697	2
404385	21	697	2
690569	21	697	2
1468523	16	533	1
667990	16	533	1
1326120	16	482	1
230427	16	482	1
681153	16	482	1
1563594	1	930	0
1051814	16	550	4
105431	30	688	5
1169163	30	688	5
1320644	18	628	2
1561994	28	696	5
383633	16	550	4
51784	16	550	4
577530	24	667	2
600636	30	688	5
764378	16	550	4
864634	28	696	5
1399718	15	679	4
1825773	15	679	4
584529	15	679	4
782960	15	679	4
1182208	30	856	5
629339	15	575	4
1355346	31	859	5
1362165	20	557	2
1373154	21	867	0
1653353	20	557	2
2006984	20	557	2
2086095	20	557	2
232333	21	867	0
347424	21	867	0
1100326	10	310	3
1175999	10	310	3
382933	17	718	0
971995	17	718	0
1024331	23	718	2
102963	21	785	0
1038241	17	538	1
1056414	21	785	0
1122878	19	627	2
1205773	23	718	2
1229798	21	785	0
1238599	23	718	2
1244573	17	538	1
1252377	23	718	2
1257525	17	538	1
1305074	17	538	1
1314488	19	627	2
1334857	21	785	0
1412361	14	510	1
1419334	21	785	0
1431931	14	510	1
1516371	14	510	1
1592157	14	510	1
160919	19	627	2
1614952	19	627	2
1622819	14	510	1
1742491	23	718	2
1749221	19	627	2
1854198	23	718	2
1983168	21	785	0
2052272	21	785	0
2079223	17	538	1
306727	19	627	2
348911	14	510	1
357130	22	718	0
405852	17	538	1
405927	14	510	1
428582	21	785	0
49610	19	627	2
61313	19	627	2
667435	21	785	0
677703	17	538	1
810466	18	617	2
902530	14	510	1
96728	23	718	2
993331	17	538	1
994541	21	785	0
996390	19	627	2
1513500	14	524	1
1656944	14	524	1
1401601	17	690	0
1434060	17	690	0
1633599	17	690	0
1656130	17	690	0
461824	28	852	5
816813	16	532	1
866988	28	852	5
1079011	8	371	3
11269	16	710	0
1453207	11	458	1
1671980	16	710	0
2019983	11	458	1
371361	16	710	0
408012	16	710	0
580645	11	458	1
68697	11	458	1
1265823	16	545	1
166128	16	545	1
890518	16	545	1
932649	16	545	1
108944	20	698	2
340699	20	698	2
365286	20	698	2
2017557	16	693	4
764663	16	693	4
782811	16	693	4
1013683	13	600	4
1496683	22	746	0
265730	22	746	0
1330021	19	626	2
1451426	19	626	2
1175115	15	625	4
1379445	15	625	4
1561606	13	629	4
1667161	15	625	4
1050903	21	839	0
1546077	19	703	0
1807303	19	703	0
1833519	21	839	0
350673	19	703	0
747172	21	839	0
868421	21	839	0
891298	21	839	0
1080834	10	356	3
2024863	10	356	3
788374	25	781	5
1180872	15	405	1
1643449	15	405	1
349780	15	405	1
2038280	13	699	4
1147490	26	840	5
1593608	27	843	5
384714	26	840	5
449035	27	843	5
1368768	19	613	2
1596740	19	613	2
160360	18	628	2
1748756	19	613	2
2061906	18	628	2
2090048	19	613	2
612957	18	628	2
950113	18	628	2
1011997	16	627	4
1050842	17	683	0
1130942	22	526	2
1137983	17	683	0
1138370	22	526	2
1149129	22	682	2
1152015	19	585	2
1152794	22	526	2
1164114	17	683	0
1180493	19	585	2
1191147	22	526	2
1203764	17	683	0
1218278	19	585	2
1250778	17	683	0
1315406	19	594	2
1356429	10	607	4
135782	22	682	2
1382309	19	585	2
14557	16	627	4
1536579	19	594	2
1544108	16	627	4
1656581	19	585	2
1699226	17	683	0
1706585	17	683	0
170786	10	607	4
1730075	22	682	2
1730626	19	594	2
1763220	22	526	2
1768688	19	594	2
1818636	10	607	4
182809	10	607	4
1915615	19	585	2
1942927	10	607	4
1965323	19	585	2
1971204	16	627	4
2023808	22	682	2
2025633	17	683	0
223305	19	594	2
28721	16	627	4
325607	16	627	4
360857	19	594	2
374448	19	594	2
392782	16	627	4
400344	22	526	2
406760	17	683	0
445984	16	627	4
482636	19	585	2
48336	10	607	4
52834	19	594	2
587445	22	682	2
60140	22	682	2
65486	10	607	4
657292	22	526	2
662594	16	627	4
679139	17	683	0
681230	16	627	4
759792	22	526	2
782299	22	526	2
79140	10	607	4
800724	22	682	2
860506	19	594	2
869366	22	526	2
908943	22	682	2
912572	10	607	4
985063	19	585	2
990711	19	585	2
43927	14	573	4
102379	14	846	0
1689151	14	845	0
1775717	14	846	0
363928	13	846	0
784655	14	845	0
1014080	15	667	4
1105834	15	667	4
1267345	15	667	4
423379	15	691	4
42749	15	667	4
1635849	19	583	2
1966901	19	583	2
41825	36	859	5
79718	36	859	5
1431587	15	720	0
1437168	15	720	0
1820604	15	720	0
1934406	15	720	0
819140	15	720	0
1333792	17	608	4
230721	17	608	4
243754	11	284	3
258343	11	284	3
539714	17	608	4
610790	17	608	4
1113108	27	860	5
1142377	27	860	5
1154170	27	860	5
200414	27	860	5
280620	27	860	5
441755	17	817	0
1223634	17	719	0
316335	17	719	0
489103	17	719	0
1494544	14	635	4
999107	21	767	0
1805054	20	627	2
191805	20	627	2
450820	20	627	2
1454086	16	504	1
332278	18	663	2
661547	18	663	2
66604	18	663	2
1067745	15	781	0
1424787	15	781	0
1580741	31	784	5
2054539	15	781	0
1303823	9	560	4
1847604	9	560	4
19103	9	560	4
593363	9	560	4
1039362	15	441	1
1319731	19	852	0
1563653	19	852	0
1710420	19	852	0
1912164	19	852	0
289181	19	852	0
1085806	17	809	0
1453012	17	809	0
705880	17	809	0
881043	15	664	4
1997596	31	786	5
69348	20	591	2
1298260	21	803	0
1613471	21	803	0
343681	21	803	0
1205101	28	861	5
1732916	28	861	5
1855131	28	861	5
2015125	28	861	5
2046363	28	861	5
837947	24	617	2
845407	24	617	2
1093657	15	699	4
671931	15	699	4
680994	15	699	4
708734	15	699	4
854332	15	699	4
102175	22	626	2
1109124	31	746	5
1255054	22	626	2
771390	22	626	2
1825529	13	582	4
1840629	19	837	0
2041025	12	540	1
253203	13	582	4
297055	19	837	0
497997	13	582	4
556558	19	837	0
731008	12	540	1
1463759	35	860	5
1675066	17	553	4
1184040	16	650	4
1689493	16	650	4
540855	16	650	4
974401	16	650	4
2048166	17	709	0
1045857	13	597	4
1195998	13	597	4
1836644	10	654	4
1851936	12	626	4
41879	15	629	4
436850	12	626	4
1016199	22	747	0
1042406	22	747	0
1229231	22	747	0
823301	22	747	0
788576	25	842	5
412275	19	780	0
90429	19	780	0
1836250	15	637	4
866490	15	637	4
1088488	32	832	5
1098136	12	387	1
1116730	22	772	0
1666067	29	733	5
1779939	28	764	5
1868658	28	764	5
1974000	22	772	0
436515	28	764	5
1115434	10	667	4
1141551	10	667	4
1679652	10	667	4
2061796	10	667	4
423283	10	667	4
1440071	16	701	0
688978	16	701	0
721606	16	701	0
1618736	8	295	3
1726963	8	295	3
1868763	18	522	1
33412	8	295	3
404537	8	295	3
428152	18	522	1
73576	8	295	3
863249	18	522	1
1200858	8	285	3
1010658	18	622	2
1071486	20	766	0
1778519	20	766	0
611642	20	766	0
958832	20	766	0
1474029	18	559	2
1515295	25	673	2
1700956	25	673	2
1089191	14	668	4
1119629	11	716	4
164466	14	668	4
2071714	14	668	4
425378	14	668	4
686397	11	716	4
1133232	17	676	4
1793350	17	676	4
228641	17	676	4
363668	17	676	4
680789	17	676	4
1026614	19	723	0
1488954	19	723	0
1638453	19	723	0
598015	19	723	0
1235058	11	563	4
487752	16	839	0
880619	11	563	4
1186103	29	710	5
1348369	24	726	5
1786577	24	726	5
265397	24	726	5
1372894	12	494	1
1080082	10	295	3
1196676	10	295	3
1458671	10	295	3
2015331	10	295	3
358901	10	295	3
524922	10	295	3
844639	10	295	3
1320651	24	669	2
1354188	14	575	4
593157	14	575	4
440242	18	305	3
1887360	25	731	5
346005	23	682	2
382668	21	698	2
672903	25	731	5
1136531	12	577	4
136218	12	577	4
1517885	12	577	4
162421	12	577	4
410172	12	577	4
126739	26	751	5
1381346	26	751	5
245129	24	796	5
496679	24	796	5
