1591741	27	700	0
825652	27	700	0
179386	19	610	5
531348	19	610	5
1483004	20	701	4
849521	20	701	4
398396	20	685	4
675561	20	685	4
2007598	22	605	0
455752	46	851	3
1881823	46	851	3
374745	46	851	3
422300	22	605	0
73216	46	851	3
1109689	46	851	3
1007202	22	605	0
1948150	12	631	5
996258	12	631	5
950113	10	589	5
612957	10	589	5
2061906	10	589	5
160360	10	589	5
880166	12	478	2
766183	12	478	2
1871836	12	478	2
879255	21	678	4
11311	21	678	4
483106	21	678	4
483896	21	678	4
539617	17	402	2
932874	28	652	0
698208	28	652	0
1229412	21	687	4
439105	33	811	3
1053224	33	811	3
580064	33	811	3
1464748	33	811	3
903769	21	687	4
1696241	33	811	3
672552	15	292	1
1772261	27	696	0
741411	27	696	0
750163	20	573	5
515271	20	573	5
1740708	35	848	3
1987765	35	848	3
84322	35	848	3
1495961	37	843	3
1313613	26	643	0
944133	26	643	0
1629394	26	643	0
494296	37	843	3
129457	37	843	3
835642	37	843	3
398504	13	587	5
668662	13	587	5
1611141	25	651	0
1451127	25	651	0
1477256	25	651	0
91182	25	651	0
1959437	25	651	0
508018	16	515	2
1762242	16	515	2
1836139	16	515	2
1593258	16	515	2
1709971	14	640	5
2096121	14	640	5
352086	19	677	4
1755750	19	677	4
892578	19	677	4
1495984	19	677	4
1999943	19	680	4
1156815	19	680	4
1640316	19	680	4
1453536	18	664	5
1428652	18	665	5
1213563	18	664	5
549068	18	664	5
117066	15	388	2
1119534	15	388	2
1220077	15	388	2
842645	15	388	2
705880	19	835	4
1085806	19	835	4
1453012	19	835	4
704292	9	593	5
1402234	9	593	5
677612	9	593	5
349848	17	501	2
1272536	17	501	2
43833	15	547	5
1620753	15	547	5
1882651	15	547	5
291511	15	547	5
943291	45	873	3
121980	45	873	3
1916572	18	569	5
1779722	18	569	5
1715723	22	661	4
41879	22	661	4
525850	22	661	4
84438	22	661	4
1591840	20	635	4
10371	20	635	4
1413244	52	863	3
1257239	52	863	3
330141	52	863	3
1382429	17	510	2
1910777	16	510	2
1491001	17	510	2
399477	17	510	2
867873	19	752	4
922651	19	752	4
1666428	19	752	4
277883	19	752	4
1739582	20	684	4
1288298	20	684	4
614566	20	684	4
945959	20	684	4
371361	13	430	2
11269	13	430	2
408012	13	430	2
1671980	13	430	2
1156155	14	489	2
1295908	14	489	2
646993	17	604	5
175741	17	604	5
1136963	17	604	5
254029	23	649	4
1107890	23	649	4
156268	23	649	4
1106999	23	649	4
1478594	20	631	4
615627	20	631	4
1229444	22	667	4
605020	22	667	4
1233488	22	667	4
877394	16	730	4
306076	16	730	4
1086857	16	730	4
705064	16	730	4
1201599	23	626	0
15712	23	626	0
413328	22	665	4
1058644	22	665	4
555649	22	665	4
173490	22	665	4
331284	55	834	3
668484	46	860	3
1185012	55	834	3
1901189	46	860	3
2065364	55	834	3
1809394	12	447	2
328117	12	447	2
1660730	12	448	2
520054	12	447	2
1035740	31	725	0
2050303	13	626	5
473425	13	626	5
1713815	31	725	0
314497	13	626	5
624964	13	626	5
1174886	31	725	0
639466	22	542	2
1088678	22	542	2
1201815	22	542	2
725019	22	542	2
1323905	23	727	4
1209830	23	727	4
868222	22	616	4
976932	22	616	4
73832	48	839	3
1596977	48	839	3
516163	26	657	0
1087254	26	657	0
1218201	20	649	4
570267	20	649	4
1680353	20	649	4
1201079	21	538	2
2066972	21	538	2
1685011	21	538	2
20448	21	538	2
726680	12	339	1
1121586	12	339	1
970012	27	684	0
494254	27	684	0
1261486	27	684	0
1903719	27	684	0
635878	12	339	1
1880065	27	684	0
1363381	13	548	5
1381070	27	647	0
711301	13	548	5
857166	13	548	5
1611783	27	647	0
544439	14	486	2
942816	14	486	2
1642758	15	658	5
1519004	15	658	5
990811	15	658	5
1205461	37	773	3
1492555	23	616	0
96972	23	616	0
1607917	37	773	3
766528	18	748	4
1784467	18	748	4
154595	36	808	3
386827	36	808	3
651835	36	808	3
137608	36	808	3
1971223	36	808	3
1322523	36	808	3
196239	30	712	0
213290	30	712	0
919935	30	712	0
973062	30	712	0
1429549	43	852	3
1197774	23	595	0
2010176	23	595	0
1138286	43	852	3
1426952	23	595	0
1629590	27	484	0
1187902	27	484	0
247384	27	484	0
1523933	27	484	0
737536	18	458	2
205315	18	458	2
187130	18	458	2
669571	18	458	2
1430968	20	543	2
1627198	28	740	0
1696753	28	740	0
386585	20	543	2
1616474	28	740	0
1326863	37	860	3
2022703	29	579	0
1456874	37	860	3
646215	31	809	3
839308	35	825	3
1991646	40	835	3
897257	40	835	3
376187	36	830	3
880807	37	786	3
767374	31	809	3
864973	31	809	3
618704	29	549	0
1813262	31	809	3
275317	31	809	3
1848529	29	549	0
968967	37	786	3
119477	29	549	0
1013602	33	779	3
1298361	31	809	3
1509021	37	786	3
1227574	33	779	3
1094296	33	779	3
1612579	37	786	3
1612584	31	809	3
1687983	40	835	3
918404	38	775	3
1255453	40	835	3
636911	40	835	3
142394	37	786	3
1639202	40	835	3
1707585	29	549	0
1533011	33	779	3
1996962	36	830	3
1744503	36	830	3
1178625	33	779	3
821837	36	830	3
1030195	33	779	3
682679	40	835	3
327024	31	809	3
1086555	33	779	3
146240	29	549	0
2094648	29	549	0
1791156	37	786	3
1075494	29	549	0
643918	38	775	3
1048798	38	774	3
1437636	37	786	3
1208151	37	786	3
1649471	27	577	0
712357	27	577	0
248178	38	775	3
1495587	36	830	3
1633558	36	830	3
793595	15	658	5
1941845	15	658	5
105151	26	616	0
193473	26	616	0
370579	16	548	5
15715	16	548	5
1943386	16	548	5
1849623	16	548	5
2046019	25	531	0
46326	22	515	2
269197	25	531	0
1367476	25	531	0
1308960	25	531	0
218084	22	515	2
442925	25	531	0
1268786	18	639	5
702567	18	640	5
1737684	22	604	0
1516513	22	604	0
656653	10	517	5
1633457	10	517	5
794083	10	517	5
749964	10	517	5
1314513	20	643	4
1828090	20	643	4
674952	20	643	4
154530	22	651	4
1932290	22	651	4
1283386	1	923	5
1216773	24	539	0
1406001	24	539	0
884921	24	539	0
208364	18	830	4
1549048	18	830	4
801106	18	830	4
845135	18	830	4
258503	29	716	0
801862	29	716	0
328274	17	641	5
1897980	29	716	0
891183	17	641	5
432283	29	716	0
1504898	22	618	4
1343758	22	618	4
1095836	22	618	4
881043	22	618	4
1855484	13	644	5
1346459	13	644	5
183761	20	667	4
290711	20	667	4
855830	20	667	4
1700834	23	494	2
132087	23	494	2
2036467	18	663	5
2048678	18	663	5
289181	21	685	4
1039362	18	449	2
1710420	21	685	4
1319731	21	685	4
